,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.98,0.54,0.42,0.29,0.53,0.62,0.53,0.52,0.43,0.32,0.44,0.47
codesmith.csv,0.45,0.41,0.67,0.36,0.74,0.55,0.62,0.57,0.45,0.43,0.44,0.98
icescrum.csv,0.56,0.36,0.39,0.4,0.58,0.42,0.54,0.53,0.42,0.23,0.97,0.19
ingex.csv,0.29,0.22,0.27,0.29,0.72,0.29,0.52,0.89,0.33,0.3,0.38,0.54
jrefactory.csv,0.31,0.42,0.98,0.24,0.5,0.63,0.46,0.2,0.21,0.08,0.48,0.69
jsecurity.csv,0.35,0.43,0.53,0.97,0.5,0.39,0.43,0.36,0.4,0.26,0.37,0.65
libopenmetaverse.csv,0.4,0.48,0.71,0.32,0.75,0.97,0.66,0.54,0.43,0.43,0.54,0.8
lite.csv,0.19,0.43,0.49,0.19,0.27,0.59,0.43,0.14,0.93,0.19,0.59,0.28
mobicents.csv,0.46,0.44,0.59,0.29,0.53,0.47,0.99,0.53,0.13,0.3,0.58,0.51
opendvr.csv,0.38,0.41,0.71,0.29,0.73,0.66,0.65,0.37,0.38,0.98,0.56,0.73
openefm.csv,0.33,0.97,0.45,0.26,0.56,0.26,0.51,0.63,0.44,0.35,0.7,0.42
sidekar.csv,0.47,0.33,0.5,0.41,1.0,0.49,0.63,0.47,0.5,0.36,0.65,0.38
