,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.67,0.45,0.62,0.97,0.56,0.49,0.53,0.4,0.45,0.59,0.69,0.91
codesmith.csv,0.38,0.45,0.41,0.48,0.46,0.5,0.4,0.38,0.42,0.53,0.36,0.46
icescrum.csv,0.68,0.65,0.54,0.84,0.52,0.54,0.51,0.36,0.43,0.62,0.56,0.88
ingex.csv,0.64,0.92,0.73,0.64,0.58,0.84,0.61,0.56,0.62,0.83,0.86,0.88
jrefactory.csv,0.58,0.74,0.55,0.62,0.57,0.38,0.68,0.91,0.67,0.75,0.48,0.43
jsecurity.csv,0.72,0.54,0.56,0.81,0.69,0.64,0.66,0.53,0.6,0.64,0.63,0.54
libopenmetaverse.csv,0.36,0.43,0.41,0.47,0.47,0.53,0.38,0.35,0.4,0.44,0.33,0.38
lite.csv,0.94,0.65,0.45,0.96,0.91,0.46,0.62,0.92,0.69,0.89,0.41,0.87
mobicents.csv,0.56,0.65,0.46,0.79,0.67,0.57,0.51,0.46,0.73,0.67,0.53,0.74
opendvr.csv,0.36,0.43,0.41,0.51,0.49,0.36,0.41,0.44,0.42,0.83,0.36,0.39
openefm.csv,0.76,0.6,0.51,0.58,0.53,0.9,0.57,0.55,0.41,0.96,0.61,0.85
sidekar.csv,0.47,0.51,0.42,0.45,0.5,0.52,0.42,0.51,0.35,0.59,0.37,0.8
