,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.97,0.5,0.59,0.33,0.89,0.56,0.65,0.42,0.32,0.32,0.54,0.91
codesmith.csv,0.31,0.35,0.57,0.24,0.66,0.5,0.51,0.41,0.32,0.32,0.33,1.0
icescrum.csv,0.59,0.43,0.58,0.45,0.85,0.5,0.67,0.46,0.35,0.31,1.0,0.88
ingex.csv,0.26,0.38,0.37,0.25,0.81,0.42,0.57,0.93,0.29,0.29,0.71,0.96
jrefactory.csv,0.25,0.39,0.98,0.16,0.61,0.53,0.56,0.36,0.17,0.25,0.41,0.65
jsecurity.csv,0.3,0.32,0.64,1.0,0.75,0.48,0.48,0.32,0.4,0.24,0.37,0.65
libopenmetaverse.csv,0.26,0.33,0.58,0.19,0.62,0.97,0.51,0.38,0.28,0.28,0.38,0.72
lite.csv,0.44,0.52,0.65,0.26,0.91,0.6,0.67,0.23,1.0,0.33,0.47,0.73
mobicents.csv,0.39,0.5,0.6,0.25,0.67,0.54,0.99,0.54,0.13,0.33,0.58,0.85
opendvr.csv,0.25,0.29,0.58,0.18,0.61,0.5,0.52,0.27,0.25,0.96,0.4,0.63
openefm.csv,0.3,0.94,0.49,0.16,0.72,0.6,0.55,0.55,0.29,0.33,0.72,0.73
sidekar.csv,0.37,0.31,0.5,0.29,1.0,0.52,0.59,0.41,0.35,0.28,0.53,0.8
