,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0
codesmith.csv,4.0,6.0,0.0,23.0,0.0,1.0,0.0,2.0,5.0,0.0,12.0,0.0
icescrum.csv,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
ingex.csv,14.0,4.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0
jrefactory.csv,5.0,0.0,0.0,7.0,1.0,5.0,0.0,6.0,6.0,1.0,2.0,0.0
jsecurity.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0
libopenmetaverse.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,8.0,0.0,3.0,0.0
lite.csv,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
mobicents.csv,14.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
opendvr.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,8.0,0.0,3.0,0.0
openefm.csv,8.0,0.0,1.0,11.0,3.0,0.0,1.0,4.0,7.0,5.0,1.0,0.0
sidekar.csv,3.0,2.0,6.0,14.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
