,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.01,0.28,0.32,0.12,0.08,0.57,0.25,0.56,0.51,0.28,0.19,0.06
codesmith.csv,0.68,0.48,0.84,0.51,0.74,0.63,0.81,0.74,0.63,0.6,0.75,0.0
icescrum.csv,0.14,0.19,0.29,0.1,0.13,0.37,0.23,0.42,0.37,0.17,0.0,0.03
ingex.csv,0.36,0.12,0.5,0.25,0.26,0.31,0.37,0.04,0.37,0.32,0.06,0.03
jrefactory.csv,0.47,0.34,0.03,0.62,0.45,0.71,0.33,0.14,0.49,0.06,0.5,0.74
jsecurity.csv,0.35,0.66,0.34,0.0,0.21,0.37,0.44,0.52,0.22,0.36,0.38,0.65
libopenmetaverse.csv,0.93,0.84,0.89,0.98,0.97,0.03,0.96,0.88,0.88,0.96,0.94,0.68
lite.csv,0.06,0.16,0.29,0.1,0.03,0.4,0.17,0.2,0.0,0.11,0.53,0.12
mobicents.csv,0.34,0.19,0.5,0.25,0.37,0.37,0.01,0.26,0.32,0.23,0.25,0.12
opendvr.csv,0.93,0.9,0.89,0.92,0.95,1.0,0.86,0.9,0.88,0.02,0.84,0.97
openefm.csv,0.31,0.03,0.58,0.76,0.29,0.11,0.41,0.34,0.85,0.3,0.16,0.21
sidekar.csv,0.42,0.4,0.68,0.43,0.0,0.46,0.51,0.46,0.59,0.53,0.44,0.12
