,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.98,0.6,0.37,0.3,0.43,0.62,0.49,0.62,0.62,0.36,0.42,0.36
codesmith.csv,0.62,0.52,0.45,0.66,0.58,0.54,0.48,0.6,0.65,0.6,0.48,0.96
icescrum.csv,0.57,0.34,0.33,0.41,0.49,0.39,0.48,0.61,0.55,0.21,0.96,0.13
ingex.csv,0.37,0.18,0.25,0.4,0.67,0.25,0.5,0.88,0.43,0.36,0.3,0.43
jrefactory.csv,0.43,0.48,0.98,0.48,0.44,0.58,0.44,0.17,0.3,0.06,0.56,0.54
jsecurity.csv,0.44,0.54,0.48,0.96,0.42,0.36,0.42,0.42,0.44,0.31,0.4,0.55
libopenmetaverse.csv,0.26,0.46,0.37,0.09,0.13,0.97,0.17,0.4,0.4,0.17,0.24,0.66
lite.csv,0.15,0.41,0.43,0.18,0.19,0.58,0.36,0.12,0.89,0.17,0.7,0.2
mobicents.csv,0.59,0.44,0.55,0.4,0.47,0.45,0.98,0.55,0.16,0.31,0.61,0.41
opendvr.csv,0.26,0.32,0.37,0.29,0.2,0.0,0.43,0.3,0.38,1.0,0.48,0.13
openefm.csv,0.4,0.99,0.41,0.48,0.49,0.2,0.5,0.71,0.46,0.4,0.71,0.34
sidekar.csv,0.63,0.39,0.46,0.7,1.0,0.48,0.64,0.55,0.71,0.49,0.76,0.29
