,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,3.0,13.0,8.0,5.0,4.0,0.0,0.0,16.0,137.0,1.0,1.0
gamestone.csv,0.0,0.0,2.0,3.0,7.0,0.0,1.0,6.0,239.0,1.0,4.0
gbif-providertoolkit.csv,0.0,59.0,0.0,0.0,0.0,0.0,111.0,23.0,56.0,0.0,0.0
heekscad.csv,0.0,12.0,5.0,0.0,10.0,0.0,0.0,7.0,226.0,0.0,4.0
igarden.csv,1.0,10.0,0.0,0.0,16.0,1.0,1.0,0.0,15.0,3.0,4.0
levent.csv,0.0,59.0,1.0,0.0,5.0,0.0,2.0,2.0,16.0,1.0,0.0
lportal.csv,3.0,30.0,0.0,6.0,4.0,0.0,1.0,40.0,0.0,2.0,1.0
natpad.csv,0.0,30.0,0.0,2.0,2.0,0.0,1.0,24.0,113.0,1.0,0.0
openmsx.csv,8.0,8.0,0.0,3.0,3.0,0.0,1.0,47.0,171.0,0.0,1.0
owlapi.csv,0.0,59.0,0.0,102.0,2.0,0.0,1.0,0.0,3.0,1.0,4.0
xcsoar.csv,0.0,15.0,0.0,0.0,3.0,0.0,0.0,6.0,42.0,0.0,0.0
