,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.49,0.35,0.55,0.46,0.64,0.26,0.0,0.56,0.44,0.54,0.39
gamestone.csv,0.02,0.0,0.14,0.1,0.22,0.04,0.12,0.09,0.08,0.14,0.09
gbif-providertoolkit.csv,0.02,0.17,0.01,0.0,0.0,0.04,0.0,0.31,0.23,0.02,0.03
heekscad.csv,0.0,0.4,0.44,0.6,0.45,0.04,0.23,0.4,0.45,0.57,0.09
igarden.csv,0.15,0.23,0.11,0.03,0.28,0.3,0.31,0.05,0.18,0.41,0.33
levent.csv,0.17,0.0,0.04,0.07,0.25,0.0,0.5,0.31,0.15,0.13,0.3
lportal.csv,0.49,0.71,0.39,0.46,0.43,0.65,0.68,0.53,0.0,0.65,0.61
natpad.csv,0.43,0.6,0.42,0.25,0.51,0.3,0.42,0.39,0.43,0.66,0.0
openmsx.csv,0.64,0.75,0.59,0.46,0.7,1.0,0.72,0.86,0.9,0.0,0.7
owlapi.csv,0.0,0.02,0.0,0.0,0.04,0.0,0.08,0.0,0.06,0.03,0.25
xcsoar.csv,0.19,0.33,0.0,0.25,0.31,0.17,0.39,0.27,0.29,0.32,0.34
