,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.23,0.92,0.08,0.47,0.45,0.33,0.41,0.48,0.32
ipfilter.csv,0.91,0.79,1.0,0.69,0.84,0.83,1.0,0.92,0.74
mesa3d.csv,0.2,0.17,0.25,0.24,0.23,0.81,0.28,0.4,0.11
nassp.csv,0.4,0.19,0.83,0.08,0.55,0.36,0.39,0.27,0.05
rockbox.csv,0.54,0.56,0.83,0.33,0.45,0.45,0.35,0.23,1.0
soar.csv,0.63,0.65,0.67,0.67,1.0,0.65,0.61,0.84,0.84
super-tux.csv,0.83,0.98,0.83,1.0,0.06,0.93,0.96,0.59,1.0
tencompetence.csv,0.43,0.08,0.0,0.3,0.48,0.25,0.04,0.98,0.0
utgb.csv,0.91,0.44,0.17,0.1,0.48,0.25,0.2,0.28,0.05
