,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.95,0.98,0.9,0.8,0.91,0.9,0.71,0.99,0.76
ipfilter.csv,0.37,0.41,0.37,0.61,0.4,0.5,0.43,0.51,0.57
mesa3d.csv,0.85,0.98,0.61,0.96,0.75,0.92,0.64,0.88,0.83
nassp.csv,0.6,0.97,0.75,0.89,0.33,0.58,0.48,0.63,0.0
rockbox.csv,0.34,0.53,0.37,0.52,0.37,0.55,0.52,0.5,0.47
soar.csv,0.52,0.49,0.47,0.61,0.55,0.62,0.61,0.52,0.49
super-tux.csv,0.37,0.39,0.38,0.44,0.75,0.46,0.38,0.42,0.46
tencompetence.csv,0.67,0.97,0.9,0.86,0.45,0.89,0.5,0.63,0.75
utgb.csv,0.56,0.59,0.75,0.91,0.43,0.76,0.89,0.79,0.67
