,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.41,0.18,0.6,0.46,0.33,0.4,0.58
ifmo-game-1.csv,0.06,0.26,0.13,0.84,0.0,0.37,0.13
knowledge.csv,0.87,0.64,0.27,0.46,0.69,0.55,0.6
pentahoanalysistool.csv,0.63,0.78,0.16,0.0,0.51,0.33,0.25
projecteqemu.csv,0.71,0.44,0.05,0.47,0.0,0.68,0.75
sumatrapdf.csv,0.74,0.44,0.52,0.52,0.25,0.76,0.43
voms.csv,0.74,0.65,0.11,0.33,0.95,0.71,0.74
