,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.36,0.28,0.07,0.46,0.32,0.55,0.04,0.08,0.15,0.57,0.0,0.08,0.54
bdbbasic.csv,0.47,0.19,0.05,0.53,0.36,0.58,0.04,0.1,0.65,0.8,0.25,0.35,0.63
echongl.csv,0.44,0.2,0.08,0.57,0.39,0.47,0.31,0.47,0.55,0.88,0.42,0.38,0.6
etherboot.csv,0.06,0.61,0.0,0.14,0.44,0.3,0.0,0.73,0.58,0.0,0.48,0.33,0.08
freebios.csv,0.3,0.15,0.05,0.55,0.33,0.23,0.78,0.46,0.32,0.61,0.39,0.26,0.56
gebr.csv,0.48,0.25,0.06,0.66,0.44,0.49,0.66,0.78,0.42,0.81,0.49,0.31,0.85
gnukeda.csv,0.49,0.3,0.05,0.73,0.39,0.57,0.33,0.57,0.22,0.38,0.31,0.21,0.83
google-gears.csv,0.56,0.28,0.09,0.56,0.42,0.48,0.54,0.76,0.48,0.83,0.43,0.37,0.76
jnode.csv,0.16,0.22,0.23,0.42,0.0,0.0,0.11,0.5,0.23,0.16,0.0,0.09,0.24
openmeetings.csv,0.54,0.61,0.14,0.18,0.44,0.51,0.04,0.53,0.37,0.59,0.51,0.12,0.34
pgui.csv,0.31,0.28,0.0,0.55,0.34,0.43,0.13,0.76,0.46,0.2,0.56,0.28,0.69
tradelink.csv,0.14,0.22,0.09,0.58,0.26,0.43,0.57,0.74,0.53,0.76,0.41,0.39,0.34
wxcrp.csv,0.53,0.18,0.08,0.48,0.42,0.45,0.49,0.68,0.47,0.86,0.45,0.43,0.71
