,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.38,0.53,0.38,0.65,0.49,0.55,0.66,0.43,0.5,0.65,0.86,0.47,0.35
freewrl.csv,0.39,0.43,0.39,0.4,0.4,0.38,0.41,0.39,0.32,0.44,0.39,0.59,0.34
fulguro.csv,0.59,0.81,0.0,0.48,0.69,0.38,0.9,0.71,0.35,0.52,0.53,0.7,0.0
google-web-toolkit.csv,0.59,0.95,0.65,0.41,0.7,0.86,0.5,0.53,0.75,0.51,0.55,0.67,0.41
jcache.csv,0.39,0.44,0.5,0.41,0.41,0.35,0.39,0.43,0.37,0.61,0.42,0.42,0.37
jstock.csv,0.44,0.74,0.67,0.62,0.48,0.34,0.51,0.43,0.55,0.83,0.52,0.46,0.51
mimosa.csv,0.5,0.45,0.45,0.59,0.44,0.42,0.43,0.44,0.38,0.52,0.44,0.46,0.46
miranda.csv,0.62,0.64,0.88,0.5,0.67,0.0,0.95,0.71,0.5,0.79,0.6,0.44,0.38
ns-3-dev-def-routing.csv,0.67,0.5,0.43,0.45,0.54,0.7,0.6,0.55,0.91,0.59,0.74,0.5,0.38
ossbuild.csv,0.61,0.65,0.99,0.77,0.58,0.39,0.58,0.66,0.8,0.92,0.67,0.45,0.53
qtractor.csv,0.46,0.51,0.42,0.48,0.43,0.78,0.46,0.44,0.64,0.56,0.41,0.42,0.38
quarkplayer.csv,0.79,0.86,0.53,0.76,0.95,0.0,0.98,0.79,0.86,0.94,0.87,0.9,0.97
synergyspace.csv,0.85,0.56,0.68,0.61,0.53,0.89,0.49,0.75,0.47,0.73,0.72,0.61,0.97
