,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.62,0.76,0.18,0.13,0.03,0.38,0.38,0.47,0.43,0.18,0.15,0.18,0.7
freewrl.csv,0.75,0.77,0.19,0.45,0.1,0.72,0.69,0.55,0.36,0.27,0.72,0.16,0.79
fulguro.csv,0.53,0.25,0.0,0.76,0.06,0.62,0.08,0.46,0.39,0.4,0.62,0.29,0.0
google-web-toolkit.csv,0.49,0.22,0.06,0.59,0.12,0.29,0.67,0.48,0.24,0.3,0.59,0.0,0.65
jcache.csv,0.75,0.73,0.2,0.66,0.14,0.63,0.66,0.56,0.5,0.26,0.86,0.19,0.74
jstock.csv,0.62,0.28,0.07,0.52,0.16,0.64,0.56,0.55,0.69,0.29,0.81,0.21,0.53
mimosa.csv,0.65,0.75,0.24,0.75,0.11,0.67,0.63,0.53,0.45,0.4,0.68,0.18,0.67
miranda.csv,0.65,0.45,0.05,0.1,0.0,0.0,0.13,0.41,0.0,0.2,0.52,0.2,0.79
ns-3-dev-def-routing.csv,0.51,0.73,0.23,0.55,0.14,0.27,0.5,0.59,0.33,0.33,0.4,0.14,0.77
ossbuild.csv,0.75,0.54,0.45,0.57,0.13,0.63,0.52,0.52,0.33,0.21,0.58,0.17,0.65
qtractor.csv,0.7,0.59,0.23,0.83,0.14,0.28,0.57,0.62,0.52,0.23,0.73,0.22,0.76
quarkplayer.csv,0.33,0.26,0.18,0.54,0.27,0.0,0.27,0.36,0.0,0.3,0.25,0.19,0.17
synergyspace.csv,0.5,0.6,0.28,0.73,0.13,0.17,0.55,0.4,0.33,0.49,0.4,0.15,0.19
