,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,91.0,3.0,0.0,69.0,1.0,3.0,52.0,0.0,132.0,0.0,115.0,97.0,1.0
fontforge.csv,1.0,0.0,1.0,0.0,2.0,3.0,51.0,0.0,6.0,0.0,7.0,8.0,0.0
gmerlin.csv,0.0,0.0,7.0,4.0,471.0,2.0,47.0,54.0,7.0,78.0,115.0,1.0,0.0
hatari.csv,0.0,1.0,0.0,0.0,2.0,4.0,41.0,12.0,24.0,0.0,7.0,4.0,0.0
jcl.csv,1.0,13.0,1.0,0.0,0.0,1.0,35.0,2.0,14.0,0.0,2.0,0.0,0.0
ltp.csv,0.0,1.0,0.0,0.0,2.0,11.0,52.0,1.0,6.0,0.0,7.0,5.0,0.0
net-snmp.csv,2.0,1.0,5.0,4.0,4.0,14.0,12.0,12.0,2.0,0.0,25.0,0.0,3.0
opde.csv,1.0,11.0,1.0,0.0,2.0,4.0,13.0,1.0,16.0,78.0,7.0,1.0,0.0
powerfolder-.csv,0.0,1.0,1.0,1.0,0.0,9.0,19.0,1.0,3.0,0.0,0.0,0.0,0.0
qlc.csv,91.0,7.0,64.0,0.0,0.0,1.0,16.0,54.0,1.0,1.0,2.0,97.0,11.0
tcl.csv,1.0,1.0,1.0,0.0,1.0,14.0,45.0,54.0,7.0,0.0,115.0,15.0,0.0
wxstudio.csv,1.0,10.0,0.0,0.0,2.0,3.0,52.0,13.0,10.0,0.0,115.0,4.0,1.0
