,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.83,0.89,0.0,0.39,0.5,0.72,0.0,0.86,0.88,0.67,0.0,0.8
fontforge.csv,0.41,0.31,0.41,0.38,0.33,0.36,0.37,0.46,0.42,0.37,0.37,0.43,0.47
gmerlin.csv,0.67,0.3,0.42,0.33,0.0,0.35,0.38,0.0,0.38,0.0,0.0,0.44,0.33
hatari.csv,0.4,0.4,0.58,0.43,0.35,0.43,0.45,0.28,0.42,0.33,0.41,0.63,0.56
jcl.csv,0.46,0.41,0.44,0.54,0.4,0.42,0.44,0.34,0.49,0.35,0.49,0.44,0.5
ltp.csv,0.87,0.41,0.46,0.51,0.48,0.42,0.44,0.32,0.54,0.61,0.46,0.9,0.71
net-snmp.csv,0.44,0.68,0.5,0.33,0.59,0.84,0.62,0.28,0.38,0.36,0.52,0.91,0.38
opde.csv,0.4,0.48,0.42,0.65,0.33,0.41,0.71,0.3,0.51,0.0,0.47,0.45,0.47
powerfolder-.csv,0.37,0.53,0.58,0.36,0.9,0.8,0.5,0.83,0.43,0.65,0.39,0.41,0.55
qlc.csv,0.0,0.29,0.0,0.49,0.35,0.42,0.59,0.0,0.46,0.85,0.58,0.0,0.47
tcl.csv,0.47,0.34,0.47,0.37,0.42,0.43,0.41,0.0,0.53,0.48,0.0,0.8,0.63
wxstudio.csv,0.61,0.9,0.71,0.58,0.82,0.56,0.55,0.36,0.78,0.44,0.0,0.51,0.49
