,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.79,0.84,1.0,0.87,0.85,0.62,0.96,0.36,0.69,0.86,0.5,0.64,1.0,0.48,0.24,0.63,0.69,0.57,0.56,0.72
checker-framework.csv,0.55,0.91,0.18,0.85,0.2,0.81,0.64,0.2,0.46,0.57,0.83,0.82,0.73,0.69,0.98,0.67,0.47,0.57,0.68,0.83
customsagetv.csv,0.03,0.03,0.0,0.06,0.21,0.31,0.18,0.14,0.17,0.29,0.0,0.25,0.11,0.06,0.0,0.2,0.17,0.22,0.36,0.33
elvishrayrenderer.csv,0.86,0.32,1.0,1.0,0.58,0.5,0.29,0.34,0.64,0.43,0.42,0.52,0.36,0.34,0.12,0.29,0.63,0.4,0.24,0.22
guineu.csv,0.36,0.7,0.09,0.1,0.31,0.22,0.54,0.48,0.47,0.14,0.42,0.45,0.18,0.0,0.02,0.0,0.4,0.25,0.44,0.39
inkscape.csv,0.55,0.57,1.0,1.0,0.11,0.28,0.75,0.88,0.55,0.14,1.0,0.86,0.84,0.62,0.98,0.33,0.53,0.92,1.0,0.44
mesa3d.csv,0.57,0.21,0.0,0.0,0.28,0.47,0.43,0.27,0.38,0.43,0.0,0.41,0.52,0.4,0.02,0.28,0.37,0.2,0.04,0.56
nsis.csv,0.78,0.89,0.45,0.38,0.81,0.91,0.71,0.7,0.74,0.14,0.5,0.7,0.32,0.35,0.73,0.48,0.75,0.71,0.88,0.72
octave.csv,0.57,0.47,0.0,0.06,0.24,0.12,0.5,0.38,0.41,0.57,0.08,0.27,0.34,0.39,0.16,0.25,0.42,0.14,0.12,0.5
oorexx.csv,0.34,0.29,0.0,0.02,0.46,0.47,0.61,0.79,0.34,0.71,0.08,0.73,0.57,0.1,0.27,0.1,0.33,0.45,0.36,0.56
owfs.csv,0.9,0.82,1.0,0.27,0.53,0.59,0.89,0.95,0.78,0.71,0.42,0.48,0.64,0.45,0.2,0.35,0.78,0.28,0.84,0.5
owlib.csv,0.55,0.29,0.09,0.62,0.48,0.5,0.43,0.23,0.4,0.43,0.0,0.36,0.7,0.29,0.08,0.4,0.4,0.42,0.48,0.56
prelude.csv,1.0,0.99,0.18,0.85,0.9,0.84,0.96,0.77,0.84,1.0,0.58,0.93,0.82,0.66,1.0,0.75,0.86,0.91,0.84,0.83
robocode.csv,0.52,0.41,0.0,0.21,0.38,0.44,0.25,0.62,0.31,0.43,0.08,0.77,0.45,0.21,0.71,0.33,0.31,0.4,0.52,0.61
tencompetence.csv,0.14,0.7,0.18,0.35,0.08,0.34,0.07,0.48,0.04,0.0,0.17,0.11,0.07,0.31,0.53,0.37,0.12,0.27,0.48,0.44
trinitycore.csv,0.19,0.29,0.0,0.06,0.4,0.41,0.46,0.61,0.32,0.0,0.17,0.23,0.11,0.22,0.1,0.17,0.34,0.38,0.44,0.28
uwom-server.csv,0.16,0.32,0.0,0.37,0.35,0.31,0.32,0.41,0.35,0.29,0.42,0.14,0.14,0.45,0.04,0.43,0.34,0.27,0.48,0.28
xfce.csv,0.91,0.49,0.0,0.65,0.49,0.62,0.36,0.32,0.63,0.57,0.5,0.77,0.43,0.44,0.84,0.6,0.59,0.93,0.4,0.67
zengine.csv,1.0,0.99,0.45,0.88,0.97,1.0,1.0,0.91,0.92,1.0,0.0,0.93,0.91,0.6,1.0,0.54,0.92,0.96,0.96,1.0
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.25,0.38,0.51,0.55,0.33,0.32,0.6,0.72
