,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.24,0.35,0.99,0.39
hibernate.csv,0.14,0.33,0.2,0.94
lamp.csv,0.89,0.23,0.34,0.23
thout.csv,0.11,0.94,0.57,0.34
