,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.18,0.25,1.0,0.34
hibernate.csv,0.09,0.24,1.0,0.99
lamp.csv,0.92,0.31,0.71,0.44
thout.csv,0.06,1.0,0.7,0.29
