,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,2,1,1,1,1,logicmail.csv
44,3,1,5,10,9,jam-daq.csv
43,4,1,8,13,12,jaxlib.csv
50,5,1,6,14,13,chaperon.csv
19,6,1,9,19,19,icescrum.csv
15,7,0,7,12,11,jgossipforum.csv
24,8,2,5,7,7,forester-atv.csv
22,10,1,1,1,0,atunes.csv
14,11,1,4,6,5,fluent-nhibernate.csv
49,13,2,2,6,9,jaql.csv
51,14,3,2,2,4,yafdotnet.csv
17,16,1,14,18,17,rocrail.csv
21,17,2,2,1,2,openmalaria.csv
12,18,1,2,12,11,gamestone.csv
52,22,2,1,1,1,bacula.csv
42,23,2,6,14,12,jaxen.csv
41,24,1,3,9,8,tradelink.csv
53,25,2,3,6,9,ondex.csv
23,26,4,7,13,19,owfs.csv
13,27,1,10,15,14,xqilla.csv
20,28,4,5,7,15,img-browse-sort.csv
16,29,1,10,18,16,qlc.csv
33,30,1,6,17,17,modellus.csv
29,31,1,5,6,5,tolven.csv
4,32,1,1,2,1,yarp.csv
11,33,1,11,15,14,amateur-scrolls.csv
10,34,8,8,8,15,passwordsafe.csv
5,35,1,11,20,19,alpine.csv
28,36,3,4,7,11,ossbuild.csv
34,37,2,3,5,6,gogoego.csv
27,38,4,11,15,17,turbotrader-bos.csv
35,39,1,11,20,19,smarttag.csv
46,40,1,2,2,2,ns-3-dev-def-routing.csv
39,41,4,4,4,5,sigil.csv
26,43,1,7,17,13,lite.csv
25,44,1,2,5,8,ltp.csv
18,45,2,3,7,6,tzod.csv
38,46,1,6,6,5,graphmak.csv
47,47,1,11,20,19,pixel-commandos.csv
40,48,1,4,12,12,retromenu.csv
45,49,1,1,1,1,ambulant.csv
2,50,1,5,11,10,adaptagrams.csv
7,51,1,4,9,8,unimrcp.csv
36,52,1,5,10,9,adobe-source.csv
32,53,4,9,8,14,algebsql.csv
31,54,1,9,14,13,wxcode.csv
37,55,1,1,2,1,silvertree.csv
6,56,2,3,12,14,oscarmcmaster.csv
3,57,4,9,9,14,gwanted.csv
8,58,1,6,11,11,fulguro.csv
1,59,1,11,18,16,bionote.csv
9,60,1,10,18,18,maidsafe-dht.csv
0,61,1,4,9,7,anaxagora.csv
30,62,1,7,20,19,nh3d.csv
