,recall,precision,pf,cdom,bellwether
1,0.25,0.365,0.15,6.0,forester-atv.csv
9,0.545,0.555,0.1,1.0,fluent-nhibernate.csv
12,0.76,0.76,0.54,1.0,yafdotnet.csv
15,0.27,0.41000000000000003,0.27,2.0,gamestone.csv
21,0.53,0.33,0.25,19.0,sigil.csv
42,0.225,0.33,0.2,18.0,anaxagora.csv
19,0.96,0.98,0.96,0.0,javagroups.csv
20,1.0,1.0,1.0,0.0,jvcl.csv
