,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.66,0.38,0.11,0.42
neoengine.csv,0.28,0.66,0.68,0.62
omseek.csv,0.06,0.23,0.08,0.0
pcsx2.csv,0.16,0.42,0.33,0.15
