,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.46,0.57,0.37,0.32,0.29,0.27,0.73,0.57,0.55,0.3,0.87,0.83,0.67,0.61,0.72,0.73
customsagetv.csv,0.38,0.31,0.0,0.17,0.34,0.13,0.22,0.21,0.24,0.26,0.19,0.19,0.32,0.08,0.43,0.9
fluidium.csv,0.14,0.0,0.0,0.18,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.09,0.63,0.0,0.19
guineu.csv,0.61,0.52,0.0,0.09,0.34,0.19,0.65,0.43,0.13,0.39,0.3,0.63,0.49,0.53,0.48,0.66
inkscape.csv,0.44,0.58,0.88,0.3,0.28,0.12,0.75,0.5,0.29,0.42,0.29,0.86,0.62,0.6,0.78,0.72
mpqc.csv,0.25,0.08,0.09,0.0,0.18,0.41,0.18,0.44,0.0,0.22,0.71,0.37,0.2,0.44,0.12,0.06
nsis.csv,0.42,0.46,0.76,0.17,0.23,0.28,0.65,0.38,0.29,0.35,0.82,0.81,0.6,0.25,0.69,0.72
octave.csv,0.43,0.47,0.32,0.27,0.46,0.2,0.56,0.48,0.15,0.34,0.39,0.61,0.35,0.47,0.52,0.27
owfs.csv,0.41,0.5,0.88,0.32,0.29,0.25,0.71,0.59,0.27,0.43,0.64,0.74,0.6,0.47,0.68,0.44
owlib.csv,0.51,0.64,0.74,0.35,0.35,0.11,0.64,0.58,0.41,0.42,0.58,0.57,0.65,0.54,0.34,0.71
pamguard.csv,0.39,0.46,0.73,0.38,0.35,0.24,0.65,0.57,0.49,0.27,0.34,0.75,0.65,0.29,0.73,0.43
prelude.csv,0.46,0.57,0.9,0.32,0.32,0.22,0.77,0.6,0.35,0.43,0.75,0.86,0.66,0.57,0.76,0.74
robocode.csv,0.54,0.53,0.05,0.41,0.38,0.21,0.77,0.72,0.39,0.45,0.5,0.51,0.65,0.55,0.56,0.6
uwom-server.csv,0.41,0.37,0.05,0.11,0.3,0.21,0.59,0.52,0.41,0.45,0.5,0.68,0.26,0.49,0.42,0.09
zengine.csv,0.47,0.56,0.81,0.25,0.32,0.26,0.72,0.62,0.31,0.41,0.97,0.9,0.68,0.42,0.78,0.7
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.17,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.34,0.67,0.8
