,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.74,0.58,0.39,0.5
n2cms.csv,0.49,0.38,0.36,0.38
nassp.csv,0.68,0.76,0.56,0.48
nug.csv,0.42,0.9,0.74,0.59
