,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.86,0.89,0.39,0.92,1.0,1.0
columba.csv,0.61,1.07,0.61,0.49,0.5,0.41
emftriple.csv,0.89,0.14,0.96,1.03,0.86,0.77
fluent-nhibernate.csv,0.45,1.05,0.62,0.19,0.67,0.64
gpsmid.csv,0.25,0.91,0.89,0.3,0.7,0.55
xamj.csv,0.34,0.63,0.61,0.79,0.4,0.7
