,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.71,0.29,0.38,0.34,0.5,0.34,0.49,0.36,0.27,0.4,0.64,0.39,0.41,0.41,0.33,0.32,0.0,0.25
buddata-ebxml-registry.csv,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.29,0.24,0.4,0.1,0.18,0.57,0.19,0.1,0.0,0.0,0.03,0.37,0.23,0.2,0.13,0.26,0.24,0.0
firebreath.csv,0.71,0.67,0.67,0.49,0.58,0.51,0.74,0.03,0.42,0.87,0.6,0.72,0.43,0.85,0.8,0.19,0.8,0.75
gretl.csv,0.75,0.86,0.85,0.68,0.95,0.91,0.63,0.96,0.85,0.78,1.0,0.92,0.66,0.32,0.03,0.74,0.76,0.75
konversation.csv,0.11,0.0,0.27,0.0,0.05,0.11,0.09,0.04,0.29,0.01,0.01,0.08,0.05,0.0,0.37,0.04,0.35,0.0
lazarus-ccr.csv,0.0,0.48,0.38,0.83,0.92,0.94,0.58,0.92,0.87,0.26,0.32,0.51,0.61,0.71,0.1,0.93,0.36,0.5
linuxsh.csv,0.07,0.05,0.0,0.04,0.02,0.26,0.05,0.08,0.04,0.04,0.08,0.21,0.27,0.07,0.0,0.11,0.05,0.0
migen.csv,0.21,0.05,0.29,0.28,0.21,0.14,0.0,0.15,0.08,0.14,0.17,0.22,0.23,0.25,0.17,0.39,0.49,0.25
moviesandbox.csv,0.21,0.05,0.4,0.23,0.11,0.0,0.21,0.14,0.08,0.09,0.08,0.31,0.11,0.31,0.4,0.04,0.49,0.0
mvnforum.csv,0.21,0.14,0.07,0.18,0.13,0.31,0.23,0.59,0.25,0.11,0.21,0.23,0.0,0.47,0.13,0.21,0.04,0.0
ontomorphtab.csv,0.21,0.0,0.45,0.44,0.36,0.51,0.53,0.59,0.31,0.25,0.34,0.53,0.5,0.17,0.2,0.26,0.25,0.25
opengs.csv,0.29,0.33,0.09,0.19,0.11,0.23,0.21,0.14,0.17,0.14,0.0,0.35,0.43,0.0,0.07,0.04,0.11,0.75
plplot.csv,0.79,0.14,0.49,0.38,0.34,0.31,0.4,0.14,0.33,0.37,0.47,0.29,0.43,0.54,0.57,0.0,0.64,0.5
scite-ru.csv,0.75,0.81,0.2,0.49,0.63,0.8,0.67,0.76,0.02,0.62,0.71,0.92,0.86,0.46,0.07,0.39,0.2,0.75
tokratan.csv,0.0,0.05,0.04,0.12,0.06,0.09,0.05,0.14,0.02,0.0,0.01,0.0,0.25,0.37,0.03,0.02,0.07,0.0
vrjuggler.csv,0.64,0.76,0.0,0.37,0.21,0.11,0.37,0.44,0.19,0.83,0.19,0.35,0.23,0.0,0.07,0.12,0.05,0.75
xuggle.csv,0.32,0.81,0.38,0.13,0.0,0.06,0.6,0.14,0.23,0.73,0.62,0.84,0.77,0.2,0.17,0.11,0.89,1.0
