,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.01,0.02,0.19,0.04
n2cms.csv,0.0,0.53,0.56,0.76
nassp.csv,0.18,0.15,0.17,0.0
nug.csv,0.58,0.23,0.0,0.3
