,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.83,0.93,0.36,0.5
n2cms.csv,1.0,0.22,0.2,0.2
nassp.csv,0.32,0.4,0.25,1.0
nug.csv,0.47,0.26,1.0,0.3
