,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.19,0.97,0.29,0.25
n2cms.csv,0.96,0.33,0.24,0.32
nassp.csv,0.18,0.41,0.16,1.0
nug.csv,0.59,0.3,0.97,0.37
