,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.9,0.02,0.79,0.83
n2cms.csv,0.08,0.64,0.9,0.8
nassp.csv,0.89,0.59,0.9,0.0
nug.csv,0.62,0.68,0.06,0.59
