,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.1,1.0,0.24,0.17
n2cms.csv,0.92,0.64,0.29,0.75
nassp.csv,0.12,0.43,0.12,1.0
nug.csv,0.79,0.36,0.94,0.5
