,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.46,0.41,0.98,0.24
img-browse-sort.csv,0.3,0.68,0.41,0.96
pcsx2.csv,0.54,1.0,0.48,0.5
xstore.csv,0.99,0.56,0.43,0.38
