,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.44,0.32,0.98,0.18
img-browse-sort.csv,0.24,0.61,0.37,0.93
pcsx2.csv,0.51,1.0,0.49,0.71
xstore.csv,0.98,0.49,0.45,0.57
