,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.73,0.67,0.79,0.65,0.99,0.52,0.0,0.37
javagroups.csv,0.27,0.15,0.98,0.22,0.41,0.39,0.26,0.16
jrefactory.csv,0.61,0.33,0.62,1.0,0.55,0.65,0.23,0.37
logicmail.csv,1.0,0.63,0.85,0.53,0.79,0.78,0.1,0.74
nodal.csv,0.61,0.11,0.51,0.29,0.57,0.87,0.55,0.42
soar.csv,0.76,0.56,0.68,0.67,0.51,0.91,0.97,0.53
taverna.csv,0.09,0.96,0.13,0.31,0.25,0.13,0.13,0.16
web-cat.csv,0.27,0.67,0.36,0.43,0.33,0.17,0.94,0.89
