,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.35,0.41,0.39,0.51,0.43,0.54,0.0,0.52
javagroups.csv,0.69,0.83,0.6,0.71,0.57,0.66,0.56,0.5
jrefactory.csv,0.46,0.7,0.45,0.54,0.48,0.46,0.89,0.5
logicmail.csv,0.31,0.47,0.37,0.37,0.35,0.31,0.75,0.29
nodal.csv,0.35,0.87,0.49,0.54,0.38,0.8,0.39,0.47
soar.csv,0.38,0.45,0.41,0.46,0.53,0.31,0.53,0.42
taverna.csv,0.92,0.77,0.96,0.96,0.88,0.94,0.88,0.89
web-cat.csv,0.91,0.62,0.66,0.76,0.84,0.94,0.37,0.65
