,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.07,0.81,1.0,0.11,0.5,0.25,0.93,0.38,0.67
atlc.csv,0.88,0.0,0.42,0.78,0.11,0.23,0.09,0.74,0.26,0.31
ipfilter.csv,0.44,0.06,0.63,0.83,0.08,0.2,0.11,0.96,0.23,0.34
jmol.csv,0.74,0.03,0.62,0.87,0.13,0.21,0.11,0.71,0.25,0.49
pfaedit.csv,0.0,0.11,0.85,0.83,0.17,0.25,0.24,0.83,0.34,0.64
rockbox.csv,1.0,0.14,0.7,0.84,0.2,0.2,0.11,0.71,0.34,0.62
snakeyaml.csv,0.81,0.14,0.69,0.89,0.33,0.26,0.24,0.68,0.38,0.5
theresa.csv,0.69,0.2,0.76,0.88,0.27,0.31,0.2,0.7,0.38,0.78
trinitycore.csv,0.5,0.1,0.59,0.73,0.18,0.09,0.21,0.67,0.38,0.33
wxcode.csv,1.0,0.18,0.76,0.97,0.67,0.31,0.33,1.0,0.43,0.6
