,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,1.0,1.0,0.0,4.0,13.0,3.0,0.0,0.0,1.0,2.0,1.0
google-gears.csv,0.0,1.0,3.0,1.0,48.0,1.0,0.0,0.0,5.0,16.0,2.0
grafx2.csv,1.0,1.0,1.0,5.0,50.0,3.0,1.0,0.0,2.0,4.0,1.0
kmess.csv,2.0,1.0,0.0,1.0,29.0,0.0,1.0,0.0,2.0,0.0,1.0
megameknet.csv,0.0,0.0,0.0,4.0,46.0,1.0,0.0,0.0,3.0,2.0,1.0
minig.csv,0.0,2.0,3.0,1.0,99.0,3.0,1.0,0.0,2.0,0.0,2.0
ns-3.csv,0.0,2.0,4.0,0.0,14.0,6.0,1.0,1.0,2.0,0.0,1.0
omseek.csv,2.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,2.0,5.0,0.0
quickfast.csv,0.0,2.0,9.0,6.0,91.0,5.0,0.0,0.0,2.0,3.0,0.0
sylpheed-claws.csv,0.0,2.0,1.0,0.0,99.0,2.0,1.0,0.0,1.0,6.0,2.0
xamj.csv,0.0,2.0,0.0,5.0,59.0,5.0,2.0,1.0,4.0,1.0,0.0
