,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.37,0.72,0.09,0.4,0.36,0.38,0.43,0.11,0.0,0.21,0.0,0.3,0.12,0.29,0.28
chaperon.csv,0.72,0.47,0.11,0.41,0.34,0.24,0.45,0.06,0.67,0.44,0.04,0.72,0.08,0.12,0.52
co-ode-owl-plugins.csv,0.48,0.56,0.67,0.19,0.77,0.53,0.5,0.11,0.07,0.31,0.03,0.58,0.18,0.35,0.0
e-bio-flow.csv,0.22,0.59,0.07,0.47,0.48,0.67,0.38,0.14,0.0,0.24,0.06,0.57,0.0,0.33,0.29
free-evolution.csv,0.67,0.61,0.15,0.38,0.66,0.47,0.49,0.08,0.35,0.44,0.02,0.74,0.08,0.38,0.52
jaxlib.csv,0.22,0.27,0.5,0.09,0.81,0.26,0.4,0.57,0.1,0.35,0.0,0.6,0.07,0.4,0.14
jmonkeyengine.csv,0.84,0.29,0.24,0.56,0.69,0.41,0.55,0.2,0.15,0.33,0.0,0.92,0.18,0.33,0.27
jmule.csv,0.45,0.62,0.29,0.42,0.7,0.52,0.55,0.08,0.05,0.38,0.03,0.72,0.12,0.36,0.85
kaffeine.csv,0.91,0.6,0.17,0.47,0.78,0.53,0.53,0.08,0.17,0.45,0.03,0.93,0.12,0.39,0.67
nodal.csv,0.58,0.46,0.1,0.41,0.65,0.39,0.45,0.1,0.12,0.57,0.0,0.71,0.2,0.27,0.33
ogrehg.csv,0.34,0.51,0.41,0.46,0.6,0.49,0.64,0.06,0.1,0.12,0.0,0.66,0.18,0.34,0.17
onotoa.csv,0.25,0.5,0.65,0.35,0.73,0.34,0.49,0.0,0.0,0.27,0.0,0.38,0.0,0.34,0.0
papertoolkit.csv,0.52,0.43,0.24,0.22,0.38,0.27,0.41,0.06,0.0,0.19,0.0,0.35,0.35,0.14,0.42
