,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,1.0,0.77,0.43,0.26,0.15,0.86,0.31,0.11,0.47,0.79,1.0
badtrinitycore.csv,0.89,1.0,0.41,1.0,0.2,0.0,0.38,0.07,0.67,0.8,0.5
boost.csv,0.57,0.76,0.34,0.13,0.11,0.79,0.27,0.18,0.98,0.73,0.73
electric-core.csv,0.86,0.79,0.99,0.13,0.13,0.82,0.31,0.07,0.36,0.73,0.79
java-gnome.csv,0.42,0.77,0.24,0.14,0.17,0.98,0.26,0.11,0.38,0.7,0.67
miranda-icq.csv,0.61,0.81,0.4,0.25,0.14,0.89,0.94,0.14,0.45,0.74,0.5
ofbiz.csv,0.56,0.91,0.17,0.09,0.22,0.67,0.27,0.19,0.42,1.0,0.44
olsrd.csv,0.57,1.0,0.22,0.13,0.16,0.81,0.34,0.14,0.38,0.69,0.6
opensim4opencog.csv,0.73,0.89,0.45,0.19,1.0,0.67,0.22,0.14,0.57,0.73,0.44
t-2.csv,0.0,0.52,0.24,0.25,0.11,0.67,0.17,1.0,0.31,0.52,0.4
xcf.csv,0.59,0.87,0.28,0.22,0.14,0.8,0.28,0.13,0.37,0.8,0.97
