,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.0,0.0,1.0,8.0,16.0,0.0,2.0,2.0,1.0,5.0,0.0
badtrinitycore.csv,0.0,0.0,12.0,0.0,8.0,72.0,2.0,83.0,2.0,4.0,2.0
boost.csv,4.0,3.0,1.0,7.0,13.0,0.0,0.0,60.0,0.0,9.0,4.0
electric-core.csv,0.0,0.0,0.0,9.0,13.0,1.0,1.0,92.0,0.0,6.0,2.0
java-gnome.csv,9.0,0.0,17.0,38.0,3.0,0.0,4.0,19.0,1.0,0.0,0.0
miranda-icq.csv,4.0,0.0,14.0,1.0,9.0,0.0,0.0,61.0,1.0,0.0,3.0
ofbiz.csv,4.0,0.0,15.0,39.0,8.0,0.0,3.0,10.0,1.0,0.0,3.0
olsrd.csv,8.0,0.0,6.0,69.0,12.0,0.0,6.0,17.0,0.0,3.0,2.0
opensim4opencog.csv,1.0,1.0,6.0,29.0,0.0,1.0,0.0,88.0,0.0,2.0,4.0
t-2.csv,49.0,0.0,7.0,3.0,6.0,0.0,4.0,0.0,2.0,2.0,4.0
xcf.csv,4.0,3.0,7.0,4.0,3.0,0.0,3.0,57.0,1.0,0.0,0.0
