,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.96,0.77,0.48,0.33,0.19,0.48,0.43,0.16,0.37,0.48,0.27
badtrinitycore.csv,0.46,0.32,0.23,0.94,0.19,0.0,0.18,0.1,0.14,0.29,0.27
boost.csv,0.53,0.61,0.4,0.21,0.19,0.52,0.35,0.28,0.97,0.52,0.59
electric-core.csv,0.36,0.78,0.94,0.22,0.22,0.71,0.41,0.11,0.29,0.46,0.59
java-gnome.csv,0.36,0.87,0.36,0.24,0.28,0.99,0.41,0.17,0.55,0.62,0.36
miranda-icq.csv,0.68,0.79,0.43,0.32,0.24,0.77,0.94,0.2,0.36,0.47,0.36
ofbiz.csv,0.63,0.8,0.17,0.14,0.31,0.18,0.33,0.29,0.43,0.99,0.2
olsrd.csv,0.71,0.99,0.36,0.23,0.26,0.82,0.48,0.23,0.45,0.68,0.67
opensim4opencog.csv,0.54,0.37,0.11,0.23,0.98,0.13,0.25,0.24,0.33,0.74,0.47
t-2.csv,0.0,0.29,0.23,0.3,0.12,0.18,0.03,0.99,0.26,0.25,0.19
xcf.csv,0.7,0.82,0.37,0.32,0.23,0.42,0.4,0.22,0.45,0.41,0.98
