,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.0,0.8,0.19,0.16,0.21,0.19,0.57,0.34,0.21,0.2,0.0
badtrinitycore.csv,0.04,0.0,0.06,0.0,0.1,0.25,0.07,0.32,0.02,0.09,0.2
boost.csv,0.42,0.55,0.24,0.58,0.67,0.38,0.47,0.43,0.01,0.31,0.2
electric-core.csv,0.04,0.7,0.0,0.58,0.7,0.5,0.48,0.46,0.26,0.26,0.13
java-gnome.csv,0.46,1.0,0.62,0.68,0.52,0.06,1.0,0.45,1.0,0.48,0.13
miranda-icq.csv,0.54,0.6,0.19,0.17,0.62,0.31,0.02,0.29,0.21,0.25,0.3
ofbiz.csv,0.62,0.25,0.22,0.32,0.26,0.19,0.41,0.41,0.38,0.01,0.17
olsrd.csv,0.79,0.0,0.83,0.74,0.51,0.69,0.52,0.63,0.56,0.63,0.53
opensim4opencog.csv,0.17,0.1,0.02,0.17,0.0,0.12,0.35,0.68,0.1,0.57,0.67
t-2.csv,0.21,0.65,0.19,0.15,0.15,0.19,0.03,0.0,0.29,0.33,0.2
xcf.csv,0.62,0.4,0.4,0.26,0.51,0.25,0.64,0.78,0.58,0.14,0.03
