,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.08,0.83,0.5,0.6,0.77,0.69,0.63,0.77,0.73,0.68,0.84
badtrinitycore.csv,0.69,0.81,0.84,0.11,0.83,1.03,0.89,0.88,0.92,0.83,0.84
boost.csv,0.65,0.73,0.59,0.68,0.78,0.72,0.68,0.54,0.05,0.67,0.54
electric-core.csv,0.77,0.74,0.1,0.66,0.74,0.62,0.62,0.88,0.8,0.71,0.55
java-gnome.csv,0.83,1.0,0.68,0.7,0.56,0.06,1.0,0.75,1.0,0.66,0.76
miranda-icq.csv,0.59,0.64,0.57,0.58,0.68,0.44,0.06,0.72,0.74,0.7,0.78
ofbiz.csv,0.68,0.37,0.86,0.81,0.54,0.91,0.71,0.52,0.67,0.01,0.89
olsrd.csv,0.79,0.01,0.84,0.75,0.59,0.71,0.56,0.69,0.71,0.71,0.59
opensim4opencog.csv,0.6,0.77,0.94,0.72,0.04,0.94,0.79,0.71,0.77,0.62,0.83
t-2.csv,1.02,1.03,0.8,0.64,0.88,0.91,0.98,0.01,0.83,0.89,0.9
xcf.csv,0.64,0.46,0.59,0.5,0.64,0.76,0.7,0.8,0.72,0.74,0.03
