,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.62,1.0,0.57,0.53
jlinalg.csv,1.0,0.58,0.67,0.77
qmmp.csv,0.76,0.56,0.61,0.96
yale.csv,0.15,0.39,0.9,0.32
