,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.84,0.98,0.2,0.56
jlinalg.csv,1.0,0.54,0.2,0.71
qmmp.csv,0.95,0.6,0.2,0.98
yale.csv,1.0,0.45,1.0,0.35
