,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.56,0.03,0.59,0.63
jlinalg.csv,0.0,0.73,0.61,0.39
qmmp.csv,0.3,0.61,0.58,0.05
yale.csv,0.88,0.92,0.12,1.02
