,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.45,0.58,0.61,0.64
jlinalg.csv,0.5,0.46,0.49,0.46
qmmp.csv,0.46,0.55,0.52,0.52
yale.csv,0.83,0.6,0.99,0.58
