,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.43,0.02,0.4,0.42
jlinalg.csv,0.0,0.68,0.56,0.34
qmmp.csv,0.14,0.4,0.45,0.02
yale.csv,0.0,0.85,0.0,0.85
