,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.73,0.99,0.29,0.54
jlinalg.csv,1.0,0.62,0.31,0.76
qmmp.csv,0.83,0.57,0.3,0.97
yale.csv,0.21,0.53,0.94,0.39
