,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,1.0,0.0,20.0,0.0,2.0,5.0,0.0,2.0,1.0,55.0,1.0
biopax.csv,1.0,0.0,81.0,0.0,0.0,7.0,0.0,5.0,0.0,68.0,1.0
crux-framework.csv,0.0,0.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
kml.csv,0.0,0.0,81.0,0.0,1.0,6.0,0.0,5.0,2.0,68.0,1.0
les-indemodables.csv,0.0,0.0,26.0,0.0,2.0,2.0,0.0,1.0,1.0,43.0,0.0
metacosm.csv,0.0,0.0,20.0,2.0,1.0,0.0,11.0,2.0,1.0,25.0,0.0
moviesandbox.csv,0.0,1.0,62.0,0.0,5.0,3.0,0.0,4.0,2.0,45.0,1.0
sigil.csv,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,3.0
unflobtactical.csv,0.0,0.0,77.0,0.0,1.0,0.0,0.0,4.0,1.0,63.0,3.0
xtreemfs.csv,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0
yale.csv,2.0,0.0,25.0,0.0,3.0,8.0,0.0,3.0,0.0,5.0,2.0
