,recall,precision,pf,pci_20,ifa,wins
apertium.csv,0.22,0.3,0.21,0.61,2.0,7
blue-c.csv,0.77,0.35,0.42,0.49,4.0,5
factor.csv,0.21,0.38,0.14,0.75,1.0,14
fltk.csv,0.6,0.4,0.26,0.56,2.0,12
free-evolution.csv,0.49,0.32,0.35,0.46,2.0,4
icescrum.csv,0.5,0.4,0.31,0.53,1.0,10
jbasic.csv,0.81,0.31,0.78,0.42,3.0,1
kvs.csv,0.45,0.44,0.29,0.5,3.0,9
monetdb.csv,0.42,0.48,0.3,0.61,1.0,15
phet.csv,0.54,0.23,0.68,0.65,3.0,3
projecteqemu.csv,0.5,0.43,0.3,0.58,1.0,13
repositorium.csv,0.19,0.22,0.34,0.67,8.0,0
smarttag.csv,0.64,0.38,0.38,0.53,1.0,11
sumatrapdf.csv,0.95,0.33,0.88,0.41,3.0,2
voms.csv,0.58,0.5,0.27,0.58,2.0,16
vrjuggler.csv,0.26,0.31,0.3,0.68,3.0,8
wheat.csv,0.52,0.39,0.47,0.48,2.0,6
