,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.18,0.1,0.42,0.04,0.26,0.78,0.83,0.09,0.59,0.25,0.49,0.13,0.31,0.07,0.07,0.65,0.09
blue-c.csv,0.23,0.64,0.5,0.78,0.13,0.76,0.46,0.3,0.14,0.72,0.57,0.29,0.49,0.69,0.58,0.71,0.77
factor.csv,0.06,0.37,0.11,0.32,0.0,0.07,0.14,0.32,0.29,0.16,0.45,0.24,0.0,0.1,0.31,0.45,0.91
fltk.csv,0.18,0.68,0.59,0.64,0.37,0.5,0.38,0.13,0.07,0.6,0.67,0.21,0.21,0.77,0.46,0.58,0.79
free-evolution.csv,0.39,0.28,0.42,0.27,0.26,0.5,0.4,0.45,0.48,0.33,0.64,0.6,0.57,0.59,0.61,0.64,0.06
icescrum.csv,0.54,0.48,0.32,0.45,0.13,0.7,0.66,0.62,0.52,0.33,0.55,0.44,0.11,0.69,0.37,0.8,0.59
jbasic.csv,0.47,0.41,0.09,0.0,0.42,0.74,0.27,0.45,0.61,0.0,0.2,0.13,0.0,0.0,0.59,0.55,0.0
kvs.csv,0.72,0.25,0.47,0.0,0.58,0.72,0.49,0.09,0.68,0.5,0.37,0.25,0.48,0.55,0.07,0.65,0.06
monetdb.csv,0.0,0.16,0.2,0.52,0.13,0.12,0.19,0.62,0.33,0.46,0.79,0.56,0.65,0.53,0.46,0.65,0.56
phet.csv,0.52,0.1,0.65,0.15,0.38,0.44,0.65,0.09,0.59,0.26,0.3,0.61,0.22,0.16,0.46,0.19,0.35
projecteqemu.csv,0.18,0.6,0.33,0.55,0.0,0.74,0.73,0.59,0.14,0.68,0.65,0.29,0.0,0.72,0.47,0.69,0.06
repositorium.csv,0.39,0.42,0.17,0.0,0.47,0.0,0.0,0.0,0.0,0.19,0.31,0.38,0.88,0.22,0.36,0.19,0.27
smarttag.csv,0.55,0.62,0.43,0.73,0.48,0.22,0.4,0.66,0.14,0.3,0.41,0.36,0.21,0.62,0.48,0.69,0.58
sumatrapdf.csv,0.38,0.3,0.21,0.8,0.38,0.13,0.13,0.0,0.48,0.82,0.35,0.54,0.3,0.27,0.55,0.39,0.57
voms.csv,0.18,0.67,0.55,0.32,0.88,0.4,0.42,0.58,0.14,0.73,0.67,0.13,0.41,0.73,0.31,0.64,0.32
vrjuggler.csv,0.33,0.18,0.62,0.12,0.0,0.5,0.15,0.0,0.58,0.29,0.35,0.05,0.4,0.35,0.18,0.13,0.59
wheat.csv,0.55,0.28,0.46,0.65,0.34,0.37,0.73,0.39,0.5,0.43,0.67,0.7,0.36,0.46,0.54,0.65,0.74
