,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.65,0.69,0.27,0.22,0.65,0.48
empyrean.csv,0.77,0.0,0.0,0.0,0.0,0.17
impala.csv,0.59,0.27,0.13,0.32,0.54,0.34
multitude.csv,0.75,0.59,0.41,0.22,0.72,0.55
nutz.csv,0.63,0.45,0.64,0.19,0.6,0.41
pi-qmc.csv,0.58,0.54,0.48,0.19,0.55,0.73
