,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.5,0.23,0.37,0.49,0.49,0.62
empyrean.csv,0.26,0.0,0.0,0.0,0.0,0.0
impala.csv,0.37,0.43,0.21,0.23,0.49,0.89
multitude.csv,0.79,0.72,0.84,0.93,0.29,0.59
nutz.csv,0.58,0.75,0.18,0.38,0.88,0.91
pi-qmc.csv,0.5,0.45,0.39,0.66,0.53,0.2
