,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.28,0.25,0.64,0.15,0.64,0.54,0.5,0.4,0.12,0.46,0.18,0.29,0.41,0.8,0.63,0.29,0.6
apertium.csv,0.27,0.64,0.62,0.31,0.69,0.5,0.59,1.0,0.14,0.67,0.58,0.2,0.5,0.79,0.43,0.0,0.43
beast-mcmc.csv,0.49,0.45,0.56,0.28,0.67,0.52,0.57,0.37,0.2,0.59,0.27,0.28,0.45,0.78,0.43,0.31,0.39
cuberok.csv,0.34,0.32,0.65,0.14,0.57,0.61,0.45,0.57,0.17,0.41,0.27,0.24,0.29,0.75,0.46,0.31,0.36
icescrum.csv,0.51,0.49,0.68,0.25,0.81,0.62,0.64,0.5,0.17,0.71,0.38,0.2,0.45,0.92,0.5,0.28,0.7
ingex.csv,0.29,0.31,0.64,0.14,0.68,0.55,0.54,0.41,0.15,0.48,0.45,0.38,0.59,0.7,0.49,0.38,0.47
jbasic.csv,0.31,0.43,0.52,0.23,0.68,0.5,0.54,0.5,0.16,0.67,0.31,0.28,0.4,0.78,0.37,0.29,0.42
jgnash.csv,0.29,0.46,0.61,0.3,0.65,0.55,0.58,0.35,0.33,0.68,0.41,0.42,0.46,0.8,0.44,0.4,0.36
jrefactory.csv,0.22,0.27,0.74,0.16,0.51,0.31,0.45,0.36,0.09,0.37,0.26,0.31,0.4,0.81,0.43,0.31,0.34
jsecurity.csv,0.39,0.53,0.45,0.38,0.8,0.54,0.55,0.32,0.16,0.67,0.21,0.43,0.45,0.93,0.62,0.19,0.67
libopenmetaverse.csv,0.27,0.33,0.58,0.19,0.65,0.67,0.51,0.35,0.15,0.49,0.37,0.33,0.37,0.76,0.41,0.24,0.38
mobicents.csv,0.38,0.38,0.51,0.35,0.88,0.46,0.68,0.4,0.23,0.56,0.37,0.34,0.36,0.79,0.34,0.3,0.42
opendvr.csv,0.38,0.43,0.46,0.33,0.76,0.49,0.63,0.47,0.18,0.57,0.36,0.4,0.4,0.8,0.33,0.44,0.52
openefm.csv,0.29,0.52,0.55,0.21,1.0,0.56,0.53,0.47,0.18,0.75,0.48,0.33,0.42,1.0,0.55,0.33,0.44
power-architect.csv,0.21,0.35,0.56,0.24,0.74,0.51,0.51,0.38,0.13,0.36,0.3,0.3,0.24,0.93,0.32,0.28,0.35
sidekar.csv,0.0,0.52,0.0,0.0,0.88,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
yarp0.csv,0.24,0.34,0.55,0.21,0.69,0.52,0.63,0.34,0.26,0.48,0.5,0.52,0.4,0.74,0.42,0.24,0.45
