,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,196.5,578.0,99.0,99.0,99.0,98.5,99.0,281.5,364.0,191.0,84.5,196.0,196.0,99.0,84.5,96.5,150.5
apertium.csv,296.0,184.0,95.5,1179.5,99.0,259.5,99.0,57.5,481.5,98.5,189.0,167.5,175.0,181.0,472.5,0.0,96.5
beast-mcmc.csv,97.5,193.0,99.0,99.0,98.5,98.5,493.0,472.5,576.0,98.5,477.5,1329.0,335.0,99.0,748.0,96.5,537.0
cuberok.csv,295.0,578.0,600.5,488.5,98.5,98.5,99.0,470.5,287.5,98.5,675.5,196.0,196.0,99.0,647.5,96.5,194.0
icescrum.csv,97.5,193.0,95.5,96.5,98.5,178.0,198.0,188.0,481.5,98.5,185.0,275.5,356.0,92.5,175.0,96.5,96.5
ingex.csv,494.0,581.0,99.0,99.0,99.0,95.5,99.0,281.5,576.0,98.5,281.5,334.5,86.5,94.5,468.5,96.5,96.5
jbasic.csv,197.5,389.0,99.0,195.0,99.0,280.5,99.0,88.5,576.0,94.5,675.5,751.0,196.0,98.5,1013.5,96.5,195.0
jgnash.csv,296.0,94.5,193.0,195.0,98.5,181.0,296.0,376.0,474.5,98.5,92.5,628.5,97.5,177.0,333.0,96.5,292.5
jrefactory.csv,688.5,840.0,381.0,99.0,192.0,387.5,99.0,282.5,188.0,98.5,675.5,196.0,356.0,181.0,617.5,96.5,194.0
jsecurity.csv,197.5,291.5,99.0,96.5,99.0,98.5,197.0,90.5,1065.0,98.5,191.0,269.0,263.5,85.5,138.0,96.5,42.5
libopenmetaverse.csv,593.0,581.0,99.0,99.0,99.0,98.5,99.0,470.5,576.0,98.5,675.5,196.0,196.0,99.0,1013.5,96.5,292.5
mobicents.csv,197.0,389.0,193.0,819.5,99.0,97.5,99.0,472.5,576.0,98.5,92.5,196.0,196.0,94.5,2106.5,96.5,292.5
opendvr.csv,197.5,290.5,99.0,99.0,94.5,98.5,99.0,185.0,478.5,98.5,90.5,688.5,548.0,98.5,1841.0,183.0,326.0
openefm.csv,394.0,189.0,291.5,909.0,94.5,248.5,99.0,281.5,190.0,98.5,385.0,92.5,420.5,92.5,62.5,96.5,195.0
power-architect.csv,593.0,387.0,99.0,99.0,99.0,98.5,99.0,467.5,564.0,98.5,481.5,196.0,196.0,99.0,2289.5,95.5,292.5
sidekar.csv,0.0,291.5,0.0,0.0,99.0,0.0,0.0,284.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0
yarp0.csv,296.0,484.5,99.0,99.0,99.0,97.5,99.0,472.5,570.0,98.5,94.5,97.5,548.0,190.0,470.5,96.5,696.5
