,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.35,0.65,0.73,1.0,0.6,0.33,0.17,0.4,0.45
flylegacy.csv,0.38,0.5,1.0,0.22,0.67,0.5,0.27,0.45,0.49
ftm.csv,0.33,0.67,0.74,0.23,0.59,0.23,0.42,0.25,1.0
jguard.csv,0.39,0.68,0.72,0.2,0.61,1.0,0.34,0.47,0.49
m-a-d-n-e-s-s.csv,0.67,0.8,0.82,0.26,0.74,0.36,1.0,0.5,0.62
mob-sen-plat.csv,0.34,1.0,0.77,0.15,0.62,0.4,0.34,0.5,0.53
raygina.csv,1.0,0.29,0.78,0.19,0.74,0.3,0.43,0.47,0.51
upp-mirror.csv,0.59,0.5,0.85,0.22,0.98,0.5,0.41,0.38,0.61
yarp.csv,0.43,0.8,0.9,0.18,0.6,0.33,0.17,1.0,0.58
