,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.47,0.79,0.82,0.93,0.67,0.46,0.19,0.57,0.6
flylegacy.csv,0.49,0.06,0.99,0.27,0.65,0.21,0.37,0.43,0.6
ftm.csv,0.13,0.21,0.64,0.27,0.35,0.14,0.43,0.07,0.98
jguard.csv,0.49,0.69,0.56,0.31,0.58,0.97,0.48,0.38,0.57
m-a-d-n-e-s-s.csv,0.43,0.21,0.61,0.28,0.44,0.48,0.94,0.36,0.53
mob-sen-plat.csv,0.43,1.0,0.71,0.24,0.59,0.43,0.45,0.39,0.59
raygina.csv,1.0,0.1,0.65,0.26,0.51,0.24,0.31,0.38,0.41
upp-mirror.csv,0.62,0.06,0.74,0.31,0.98,0.4,0.48,0.41,0.38
yarp.csv,0.19,0.21,0.43,0.17,0.23,0.25,0.06,0.89,0.28
