,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.48,0.36,0.0,0.89,0.49,0.49,0.23,0.0,0.27
flylegacy.csv,0.57,0.04,0.98,0.38,0.59,0.16,0.52,0.44,0.6
ftm.csv,0.1,0.15,0.53,0.37,0.29,0.12,0.48,0.05,0.98
jguard.csv,0.58,0.63,0.47,0.64,0.53,0.94,0.64,0.36,0.59
m-a-d-n-e-s-s.csv,0.37,0.15,0.52,0.34,0.35,0.58,0.9,0.32,0.5
mob-sen-plat.csv,0.52,1.0,0.6,0.54,0.54,0.49,0.62,0.36,0.62
raygina.csv,1.0,0.07,0.56,0.46,0.43,0.23,0.28,0.36,0.38
upp-mirror.csv,0.66,0.04,0.66,0.54,0.97,0.37,0.61,0.46,0.32
yarp.csv,0.15,0.15,0.34,0.19,0.17,0.24,0.05,0.83,0.21
