,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.72,1.0,0.94,0.87,0.77,0.73,0.2,1.0,0.9
flylegacy.csv,0.68,0.03,0.98,0.34,0.62,0.13,0.6,0.4,0.77
ftm.csv,0.08,0.12,0.56,0.33,0.25,0.1,0.44,0.04,0.97
jguard.csv,0.68,0.7,0.46,0.7,0.55,0.93,0.8,0.32,0.67
m-a-d-n-e-s-s.csv,0.32,0.12,0.49,0.3,0.31,0.7,0.88,0.28,0.46
mob-sen-plat.csv,0.6,1.0,0.65,0.59,0.56,0.47,0.68,0.32,0.66
raygina.csv,1.0,0.06,0.56,0.43,0.39,0.2,0.24,0.32,0.34
upp-mirror.csv,0.64,0.03,0.65,0.51,0.97,0.33,0.6,0.44,0.28
yarp.csv,0.12,0.12,0.29,0.16,0.14,0.2,0.04,0.8,0.18
