,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.19,0.44,1.0,0.06,0.68,0.24,0.49,0.14,0.28,0.97
pclasses.csv,1.0,0.4,0.0,0.4,1.0,0.0,0.62,0.0,0.24,0.5
pfaedit.csv,0.0,0.5,0.74,0.04,1.0,0.67,0.47,0.14,0.27,0.95
theresa.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.4,0.67,0.1,0.61,0.94,0.38,0.17,0.28,0.96
tktoolkit.csv,0.14,0.42,0.86,0.08,0.55,0.37,0.36,1.0,0.2,0.92
trinitycore.csv,0.25,0.25,0.8,0.07,0.76,0.38,0.5,0.23,0.98,0.98
tzod.csv,0.5,0.96,0.69,0.25,0.72,0.0,0.52,0.14,0.27,0.97
yaprm.csv,0.2,0.45,0.36,0.09,0.63,0.23,0.97,0.1,0.36,1.0
zemljanka.csv,0.17,0.36,0.58,0.06,0.61,0.29,0.51,0.13,0.25,1.0
