,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.62,0.59,0.98,0.41,0.68,0.47,0.37,0.53,0.63,0.58
pclasses.csv,0.93,0.26,0.0,0.71,0.05,0.0,0.17,0.0,0.09,0.0
pfaedit.csv,0.0,0.75,0.68,0.36,0.97,0.15,0.49,0.59,0.55,0.5
theresa.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.18,0.55,0.8,0.5,1.0,0.1,0.43,0.39,0.44
tktoolkit.csv,0.45,0.22,0.18,0.37,0.46,0.74,0.13,0.86,0.23,0.2
trinitycore.csv,0.21,0.13,0.34,0.37,0.4,0.21,0.13,0.47,0.94,0.43
tzod.csv,0.21,0.94,0.67,0.38,0.72,0.0,0.44,0.59,0.49,0.5
yaprm.csv,0.4,0.23,0.26,0.37,0.56,0.46,0.95,0.11,0.46,0.53
zemljanka.csv,0.09,0.0,0.0,0.09,0.13,0.43,0.21,0.05,0.05,0.98
