,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.51,0.75,0.88,0.67,0.89,0.04,0.7,0.94,0.79,0.72,0.69,0.76,0.89,0.92,1.01,0.51,0.7,0.88,1.09,1.06
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
free-evolution.csv,0.72,0.72,1.01,0.84,1.0,0.61,0.86,0.98,0.93,0.66,0.66,0.73,0.94,0.74,0.85,0.73,0.68,0.06,0.78,0.7
gtad.csv,0.0,0.9,1.0,0.98,0.73,0.92,1.0,1.0,0.8,0.9,0.59,0.94,0.84,1.0,0.99,0.81,0.75,1.0,0.96,1.02
gusanos.csv,0.56,0.62,0.73,0.83,0.53,0.69,0.88,0.62,0.56,0.92,0.6,0.62,0.62,0.63,0.01,0.68,0.56,0.75,0.72,0.61
kaffeine.csv,1.06,0.99,1.0,0.1,0.74,0.57,0.97,0.94,0.6,0.79,0.77,0.94,0.87,1.0,0.69,0.74,0.92,0.96,1.0,0.88
lcfizvtop.csv,0.41,0.72,1.01,0.56,0.91,0.93,0.83,0.76,0.81,0.62,0.87,0.71,0.9,0.09,0.9,0.8,0.66,0.76,0.71,0.48
m-a-d-n-e-s-s.csv,0.27,0.77,1.02,0.78,0.82,0.69,0.81,1.0,0.94,0.95,0.7,0.73,0.08,0.73,0.78,0.62,0.74,0.78,0.84,1.05
m-m-m.csv,0.85,0.71,0.97,0.64,0.78,0.99,0.04,1.01,0.87,0.92,1.0,0.74,0.5,0.89,0.65,0.66,0.58,0.93,0.61,1.04
mediaportal.csv,1.0,0.88,1.0,1.02,0.99,0.96,0.71,0.74,0.96,0.74,0.91,0.91,0.92,1.0,0.93,0.95,0.22,1.0,0.98,1.08
mvnforum.csv,0.51,0.93,1.01,0.93,1.02,0.78,1.0,0.39,0.83,0.11,0.94,0.97,0.93,0.91,0.89,0.89,0.94,0.97,1.0,0.6
myfaces.csv,0.85,0.96,1.0,1.01,1.01,0.91,0.86,0.94,0.92,0.86,0.1,0.89,0.95,0.96,0.91,0.82,0.89,0.96,1.0,0.64
nh3d.csv,1.0,1.0,0.0,0.88,0.64,0.79,1.0,0.8,0.8,0.85,0.87,0.77,0.84,0.91,0.93,0.89,0.83,0.91,0.81,1.0
ogrehg.csv,1.11,0.56,0.9,0.45,0.59,0.7,0.86,0.64,0.41,0.76,0.72,0.1,0.65,0.71,0.69,0.68,0.7,0.76,0.74,0.7
pnotepad.csv,0.79,0.88,0.95,0.43,0.72,0.9,0.54,0.95,0.67,0.85,0.95,0.64,0.76,0.61,0.9,0.76,0.86,0.67,0.02,1.0
pydev.csv,1.01,0.62,0.7,0.73,0.66,0.7,0.87,0.93,0.68,0.81,0.75,0.64,0.69,0.75,0.75,0.0,0.53,0.77,0.67,0.45
sarasvati.csv,0.51,0.97,1.0,0.94,0.09,1.0,0.92,0.8,0.94,0.94,0.81,0.86,1.01,0.81,0.96,0.7,0.78,0.91,1.0,0.26
taokgame.csv,0.59,1.0,1.0,0.8,0.84,0.92,0.98,0.0,0.8,0.85,0.78,0.6,0.76,0.85,0.82,0.82,0.92,0.69,0.83,1.01
tokratan.csv,0.6,0.64,0.75,0.73,1.0,0.76,0.98,1.01,0.13,0.98,0.7,0.77,0.63,0.87,1.0,0.78,0.88,0.78,0.86,0.71
wgs-assembler.csv,1.01,0.0,0.33,0.94,0.84,0.83,0.9,0.93,0.9,0.75,0.62,0.75,0.81,0.66,0.75,0.71,0.66,0.86,0.78,1.06
