,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.55,0.54,0.42,0.57,0.21,0.97,0.37,0.12,0.31,0.5,0.38,0.54,0.19,0.29,0.3,0.66,0.6,0.41,0.0,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
free-evolution.csv,0.5,0.54,0.0,0.19,0.0,0.55,0.17,0.22,0.09,0.47,0.46,0.34,0.1,0.31,0.35,0.32,0.39,0.95,0.29,0.62
gtad.csv,1.0,0.12,0.0,0.02,0.32,0.1,0.0,0.0,0.24,0.13,0.47,0.07,0.19,0.0,0.01,0.23,0.3,0.0,0.05,0.0
gusanos.csv,0.8,0.52,0.49,0.49,0.64,0.57,0.21,0.67,0.67,0.32,0.72,0.63,0.64,0.71,0.99,0.63,0.65,0.57,0.55,0.68
kaffeine.csv,0.22,0.05,0.0,0.95,0.31,0.5,0.31,0.24,0.51,0.36,0.59,0.24,0.42,0.0,0.67,0.61,0.3,0.17,0.0,0.41
lcfizvtop.csv,0.88,0.59,0.0,0.64,0.11,0.1,0.21,0.34,0.24,0.44,0.18,0.47,0.27,0.93,0.12,0.52,0.49,0.31,0.45,0.62
m-a-d-n-e-s-s.csv,0.93,0.3,0.0,0.26,0.21,0.48,0.24,0.0,0.09,0.07,0.37,0.33,0.93,0.31,0.26,0.44,0.32,0.28,0.22,0.0
m-m-m.csv,0.45,0.41,0.13,0.72,0.57,0.05,0.97,0.16,0.44,0.31,0.0,0.6,0.62,0.38,0.66,0.63,0.61,0.31,0.61,0.16
mediaportal.csv,0.0,0.16,0.0,0.1,0.13,0.3,0.57,0.34,0.23,0.59,0.29,0.11,0.1,0.0,0.09,0.3,0.81,0.0,0.02,0.0
mvnforum.csv,0.55,0.1,0.0,0.17,0.0,0.33,0.0,0.71,0.23,0.91,0.07,0.05,0.1,0.11,0.14,0.13,0.09,0.04,0.02,0.45
myfaces.csv,0.47,0.17,0.0,0.0,0.29,0.37,0.46,0.12,0.36,0.45,0.92,0.43,0.26,0.17,0.34,0.5,0.39,0.23,0.0,0.44
nh3d.csv,0.0,0.0,1.0,0.15,0.41,0.25,0.0,0.24,0.24,0.2,0.18,0.27,0.19,0.11,0.09,0.13,0.22,0.11,0.23,0.0
ogrehg.csv,0.0,0.69,0.36,0.71,0.49,0.42,0.17,0.58,0.69,0.41,0.55,0.92,0.53,0.57,0.47,0.4,0.5,0.52,0.47,0.43
pnotepad.csv,0.57,0.41,0.21,0.64,0.63,0.36,0.71,0.21,0.68,0.47,0.21,0.67,0.59,0.65,0.34,0.61,0.44,0.6,0.98,0.0
pydev.csv,0.0,0.49,0.5,0.32,0.41,0.42,0.19,0.12,0.38,0.26,0.31,0.44,0.37,0.31,0.32,1.0,0.55,0.28,0.38,0.75
sarasvati.csv,0.55,0.04,0.0,0.07,0.93,0.0,0.12,0.24,0.09,0.07,0.23,0.17,0.0,0.31,0.07,0.45,0.33,0.11,0.0,0.81
taokgame.csv,0.53,0.0,0.0,0.24,0.21,0.24,0.02,1.0,0.31,0.25,0.38,0.46,0.28,0.21,0.22,0.23,0.1,0.38,0.2,0.0
tokratan.csv,0.53,0.55,0.29,0.4,0.0,0.29,0.02,0.0,0.89,0.07,0.36,0.28,0.51,0.3,0.0,0.26,0.15,0.28,0.18,0.43
wgs-assembler.csv,0.0,1.0,0.76,0.12,0.21,0.29,0.14,0.12,0.16,0.32,0.46,0.33,0.24,0.41,0.31,0.37,0.42,0.24,0.27,0.0
